ds,mtd,rev,type,ytd
2013-05-17,53,2,estate,477
2012-08-07,378,21,estate,12063
2012-08-07,43553,2407,income.withheld,1535474
2012-08-07,120,18,income,35463
2012-08-07,70,2,railroad,3832
2012-08-07,132,32,excise,62677
2012-08-07,230,15,corporate,213712
2012-08-07,27,2,unemployment,7179
2012-08-07,5,1,estate,492
2012-07-11,478,65,estate,11119
2012-07-11,60626,6586,income.withheld,1408531
2012-07-11,205,24,income,34949
2012-07-11,149,14,railroad,3494
2012-07-11,662,425,excise,56248
2012-07-11,440,73,corporate,205206
2012-07-11,35,5,unemployment,6431
2012-07-11,10,2,estate,460
2013-02-07,283,23,estate,4741
2013-02-07,50942,2261,income.withheld,701547
2013-02-07,154,25,income,7875
2013-02-07,128,3,railroad,1724
2013-02-07,108,29,excise,25386
2013-02-07,1201,25,corporate,84416
2013-02-07,225,12,unemployment,3781
2013-02-07,10,1,estate,143
2015-06-09,436,75,estate,14058
2015-06-09,67815,1561,income.withheld,1551499
2015-06-09,945,198,income,78840
2015-06-09,166,1,railroad,4499
2015-06-09,176,57,excise,53171
2015-06-09,1066,220,corporate,212810
2015-06-09,21,2,unemployment,8230
2015-06-09,26,1,estate,1206
2015-09-22,946,70,estate,18498
2015-09-22,128848,1540,income.withheld,2148102
2015-09-22,10745,89,income,102259
2015-09-22,311,2,railroad,6310
2015-09-22,4121,21,excise,79376
2015-09-22,76268,228,corporate,379321
2015-09-22,30,2,unemployment,9226
2015-09-22,24,0,estate,1389
2010-12-16,181,7,estate,837
2010-12-16,88338,10577,income.withheld,358490
2010-12-16,343,19,income,1390
2010-12-16,220,31,railroad,972
2010-12-16,2871,26,excise,13542
2010-12-16,45166,600,corporate,57291
2010-12-16,24,2,unemployment,705
2010-12-16,31,1,estate,122
2010-02-16,542,106,estate,6346
2010-02-16,92026,21109,income.withheld,639736
2010-02-16,194,42,income,3199
2010-02-16,302,45,railroad,1732
2010-02-16,2591,38,excise,23977
2010-02-16,13291,11902,corporate,78531
2010-02-16,751,9,unemployment,1813
2010-02-16,47,4,estate,285
2015-11-24,1368,102,estate,3438
2015-11-24,146320,1952,income.withheld,315335
2015-11-24,1263,51,income,5399
2015-11-24,348,1,railroad,807
2015-11-24,4457,237,excise,9745
2015-11-24,5059,31,corporate,15048
2015-11-24,412,1,unemployment,670
2015-11-24,51,5,estate,213
2012-04-10,396,125,estate,6608
2012-04-10,55886,1519,income.withheld,973200
2012-04-10,1680,515,income,9674
2012-04-10,121,37,railroad,2387
2012-04-10,234,108,excise,35262
2012-04-10,1337,708,corporate,108219
2012-04-10,77,11,unemployment,3328
2012-04-10,10,1,estate,323
2018-01-02,113,113,estate,5538
2018-01-02,46295,46295,income.withheld,662789
2018-01-02,760,760,income,13799
2018-01-02,30,30,railroad,1378
2018-01-02,51,51,excise,21222
2018-01-02,195,195,corporate,79410
2018-01-02,11,11,unemployment,781
2018-01-02,4,4,estate,196
2015-05-08,729,76,estate,12627
2015-05-08,59335,7955,income.withheld,1373896
2015-05-08,503,79,income,76623
2015-05-08,196,78,railroad,3980
2015-05-08,289,147,excise,46041
2015-05-08,303,47,corporate,202686
2015-05-08,70,4,unemployment,8143
2015-05-08,38,3,estate,1126
2013-11-06,1151,778,estate,2893
2013-11-06,43256,9307,income.withheld,200010
2013-11-06,126,18,income,2163
2013-11-06,60,7,railroad,469
2013-11-06,107,19,excise,5581
2013-11-06,120,21,corporate,10247
2013-11-06,21,2,unemployment,585
2013-11-06,6,1,estate,60
2014-08-18,617,54,estate,16293
2014-08-18,110455,20984,income.withheld,1852808
2014-08-18,682,57,income,63653
2014-08-18,307,86,railroad,5161
2014-08-18,3797,26,excise,69429
2014-08-18,4090,583,corporate,268967
2014-08-18,44,2,unemployment,8696
2014-08-18,32,-4,estate,525
2010-11-17,225,16,estate,583
2010-11-17,91521,5779,income.withheld,222821
2010-11-17,191,11,income,911
2010-11-17,246,3,railroad,612
2010-11-17,3266,60,excise,7688
2010-11-17,2912,17,corporate,11567
2010-11-17,408,2,unemployment,660
2010-11-17,32,4,estate,79
2016-05-19,1050,61,estate,14498
2016-05-19,127417,2229,income.withheld,1487219
2016-05-19,1872,86,income,90470
2016-05-19,307,1,railroad,3792
2016-05-19,3538,22,excise,49240
2016-05-19,6598,46,corporate,192958
2016-05-19,2374,3,unemployment,7567
2016-05-19,81,11,estate,704
2017-08-09,296,43,estate,18289
2017-08-09,64564,7656,income.withheld,2077246
2017-08-09,662,119,income,114792
2017-08-09,90,3,railroad,5109
2017-08-09,358,82,excise,66556
2017-08-09,267,39,corporate,257015
2017-08-09,36,3,unemployment,8366
2017-08-09,16,1,estate,2500
2015-02-25,970,82,estate,7047
2015-02-25,171374,7353,income.withheld,903293
2015-02-25,1286,80,income,16860
2015-02-25,659,49,railroad,2608
2015-02-25,4131,520,excise,29516
2015-02-25,4346,105,corporate,118065
2015-02-25,2868,6,unemployment,4762
2015-02-25,53,1,estate,770
2011-04-01,16,16,estate,1595
2011-04-01,17302,17303,income.withheld,917259
2011-04-01,172,172,income,5906
2011-04-01,16,16,railroad,2464
2011-04-01,12,12,excise,32969
2011-04-01,99,99,corporate,96178
2011-04-01,10,10,unemployment,2180
2011-04-01,1,-5,estate,309
2014-01-03,120,53,estate,5476
2014-01-03,38988,9745,income.withheld,549890
2014-01-03,361,46,income,4372
2014-01-03,24,24,railroad,1250
2014-01-03,22,12,excise,18398
2014-01-03,390,349,corporate,78384
2014-01-03,20,11,unemployment,698
2014-01-03,3,1,estate,192
2015-04-15,1095,218,estate,9789
2015-04-15,97969,10565,income.withheld,1234501
2015-04-15,38693,23288,income,59342
2015-04-15,234,7,railroad,3518
2015-04-15,3826,136,excise,42106
2015-04-15,42158,33118,corporate,199672
2015-04-15,165,36,unemployment,5042
2015-04-15,162,128,estate,1000
2014-09-05,262,50,estate,17487
2014-09-05,47658,5089,income.withheld,1950888
2014-09-05,347,99,income,64428
2014-09-05,90,13,railroad,5419
2014-09-05,207,28,excise,73198
2014-09-05,540,290,corporate,270634
2014-09-05,8,2,unemployment,8723
2014-09-05,8,1,estate,583
2016-03-29,1517,49,estate,10291
2016-03-29,204047,1773,income.withheld,1164823
2016-03-29,3838,240,income,27395
2016-03-29,482,4,railroad,2958
2016-03-29,6385,2104,excise,38431
2016-03-29,38144,380,corporate,146605
2016-03-29,81,4,unemployment,4222
2016-03-29,51,2,estate,484
2014-11-03,43,43,estate,1571
2014-11-03,28022,28022,income.withheld,196589
2014-11-03,77,77,income,3208
2014-11-03,37,37,railroad,522
2014-11-03,18,18,excise,5530
2014-11-03,39,39,corporate,11400
2014-11-03,13,13,unemployment,617
2014-11-03,20,20,estate,57
2010-07-27,1198,109,estate,15303
2010-07-27,116782,1666,income.withheld,1379550
2010-07-27,297,14,income,15794
2010-07-27,358,0,railroad,3829
2010-07-27,3778,401,excise,54155
2010-07-27,9657,35,corporate,214698
2010-07-27,149,16,unemployment,5807
2010-07-27,32,1,estate,2098
2016-04-04,73,40,estate,10472
2016-04-04,39064,18501,income.withheld,1216514
2016-04-04,955,415,income,28812
2016-04-04,67,41,railroad,3082
2016-04-04,24,10,excise,38492
2016-04-04,147,40,corporate,146935
2016-04-04,19,10,unemployment,4256
2016-04-04,7,4,estate,504
2017-01-12,1466,40,estate,6347
2017-01-12,94216,2974,income.withheld,671833
2017-01-12,3865,1197,income,14558
2017-01-12,200,1,railroad,1472
2017-01-12,1126,450,excise,19839
2017-01-12,1176,360,corporate,88390
2017-01-12,112,14,unemployment,886
2017-01-12,26,1,estate,224
2012-12-20,862,57,estate,3073
2012-12-20,115567,4054,income.withheld,408375
2012-12-20,699,47,income,2659
2012-12-20,239,1,railroad,980
2012-12-20,3205,29,excise,16245
2012-12-20,57650,319,corporate,70955
2012-12-20,32,1,unemployment,617
2012-12-20,16,1,estate,77
2017-09-14,890,90,estate,20436
2017-09-14,90821,2767,income.withheld,2293885
2017-09-14,6163,2090,income,122731
2017-09-14,196,4,railroad,5696
2017-09-14,3733,2317,excise,77187
2017-09-14,19340,10096,corporate,279229
2017-09-14,20,1,unemployment,8449
2017-09-14,43,1,estate,2881
2015-07-14,622,48,estate,15476
2015-07-14,82715,1597,income.withheld,1746440
2015-07-14,748,85,income,88939
2015-07-14,255,3,railroad,5148
2015-07-14,3709,2419,excise,63553
2015-07-14,2316,1119,corporate,288982
2015-07-14,52,6,unemployment,8325
2015-07-14,24,1,estate,1297
2011-11-30,1085,80,estate,2088
2011-11-30,134085,7415,income.withheld,271657
2011-11-30,423,18,income,1461
2011-11-30,335,12,railroad,728
2011-11-30,6645,147,excise,11256
2011-11-30,4108,529,corporate,14090
2011-11-30,49,2,unemployment,572
2011-11-30,26,0,estate,39
2014-12-02,105,76,estate,3179
2014-12-02,24525,6153,income.withheld,356625
2014-12-02,127,52,income,4402
2014-12-02,20,7,railroad,1002
2014-12-02,34,17,excise,12572
2014-12-02,81,66,corporate,16823
2014-12-02,3,1,unemployment,658
2014-12-02,409,2,estate,622
2010-04-26,2933,255,estate,11143
2010-04-26,121724,9123,income.withheld,973900
2010-04-26,8880,29,income,13112
2010-04-26,339,42,railroad,2657
2010-04-26,3408,60,excise,35410
2010-04-26,32166,43,corporate,141675
2010-04-26,383,51,unemployment,2333
2010-04-26,54,2,estate,1962
2016-10-28,1245,66,estate,1245
2016-10-28,166555,6614,income.withheld,166555
2016-10-28,4863,137,income,4863
2016-10-28,411,16,railroad,411
2016-10-28,4936,2218,excise,4936
2016-10-28,9902,61,corporate,9902
2016-10-28,172,42,unemployment,172
2016-10-28,51,0,estate,51
2012-09-27,841,72,estate,14009
2012-09-27,124972,2763,income.withheld,1762400
2012-09-27,3940,28,income,39891
2012-09-27,323,1,railroad,4509
2012-09-27,4877,573,excise,74618
2012-09-27,57427,87,corporate,276348
2012-09-27,31,1,unemployment,7253
2012-09-27,107,2,estate,627
2017-12-13,610,114,estate,4238
2017-12-13,94986,8779,income.withheld,481086
2017-12-13,1514,438,income,9384
2017-12-13,201,5,railroad,1092
2017-12-13,1160,422,excise,15552
2017-12-13,6469,3041,corporate,20271
2017-12-13,15,2,unemployment,690
2017-12-13,23,1,estate,165
2017-02-13,412,16,estate,7673
2017-02-13,97550,18098,income.withheld,893069
2017-02-13,930,89,income,24999
2017-02-13,321,73,railroad,2148
2017-02-13,1232,397,excise,26103
2017-02-13,555,185,corporate,98439
2017-02-13,170,5,unemployment,3780
2017-02-13,56,3,estate,346
2016-07-05,125,58,estate,16492
2016-07-05,40269,18691,income.withheld,1766608
2016-07-05,271,146,income,102705
2016-07-05,106,35,railroad,4567
2016-07-05,51,33,excise,59132
2016-07-05,145,49,corporate,256234
2016-07-05,9,5,unemployment,7699
2016-07-05,18,15,estate,1083
2012-11-21,239,69,estate,1086
2012-11-21,104932,9208,income.withheld,257423
2012-11-21,362,18,income,1800
2012-11-21,228,8,railroad,641
2012-11-21,3483,52,excise,9850
2012-11-21,3936,34,corporate,12652
2012-11-21,34,2,unemployment,553
2012-11-21,17,1,estate,35
2010-11-15,203,97,estate,561
2010-11-15,76814,12964,income.withheld,208114
2010-11-15,163,39,income,882
2010-11-15,214,43,railroad,581
2010-11-15,3195,79,excise,7617
2010-11-15,2857,2202,corporate,11512
2010-11-15,403,4,unemployment,656
2010-11-15,24,-1,estate,71
2010-01-15,602,39,estate,4927
2010-01-15,76316,7597,income.withheld,483646
2010-01-15,1447,847,income,2752
2010-01-15,304,173,railroad,1386
2010-01-15,2788,16,excise,18725
2010-01-15,7305,5757,corporate,64472
2010-01-15,98,18,unemployment,766
2010-01-15,27,3,estate,222
2010-09-13,464,33,estate,17323
2010-09-13,60655,9311,income.withheld,1590126
2010-09-13,357,146,income,16539
2010-09-13,160,43,railroad,4447
2010-09-13,1210,185,excise,64114
2010-09-13,2571,1296,corporate,222024
2010-09-13,16,5,unemployment,6704
2010-09-13,30,6,estate,2209
2012-04-12,506,52,estate,6717
2012-04-12,65050,1786,income.withheld,982363
2012-04-12,2997,906,income,10991
2012-04-12,134,0,railroad,2401
2012-04-12,862,192,excise,35890
2012-04-12,2261,649,corporate,109143
2012-04-12,106,13,unemployment,3357
2012-04-12,32,9,estate,344
2013-01-04,336,167,estate,3631
2013-01-04,44216,10087,income.withheld,522778
2013-01-04,209,48,income,3293
2013-01-04,31,12,railroad,1159
2013-01-04,31,16,excise,19176
2013-01-04,387,113,corporate,73941
2013-01-04,24,11,unemployment,667
2013-01-04,6,4,estate,89
2013-11-04,135,29,estate,1877
2013-11-04,31963,14524,income.withheld,188718
2013-11-04,74,37,income,2111
2013-11-04,53,36,railroad,461
2013-11-04,53,30,excise,5527
2013-11-04,83,44,corporate,10210
2013-11-04,17,7,unemployment,581
2013-11-04,2,1,estate,57
2017-07-20,872,151,estate,17408
2017-07-20,133697,2333,income.withheld,1951573
2017-07-20,1609,122,income,113397
2017-07-20,324,1,railroad,4797
2017-07-20,3833,59,excise,62242
2017-07-20,9694,66,corporate,256164
2017-07-20,94,9,unemployment,7570
2017-07-20,28,1,estate,2423
2010-12-14,164,5,estate,820
2010-12-14,67424,2959,income.withheld,337576
2010-12-14,171,19,income,1219
2010-12-14,173,7,railroad,926
2010-12-14,2801,2039,excise,13472
2010-12-14,6336,3898,corporate,18461
2010-12-14,18,2,unemployment,699
2010-12-14,27,-2,estate,117
2015-01-26,1245,70,estate,5870
2015-01-26,165757,14625,income.withheld,708140
2015-01-26,8840,10,income,15363
2015-01-26,443,48,railroad,1880
2015-01-26,3515,58,excise,22421
2015-01-26,9825,30,corporate,113269
2015-01-26,401,46,unemployment,1128
2015-01-26,33,4,estate,713
2014-04-30,2124,191,estate,11037
2014-04-30,167588,8855,income.withheld,1244547
2014-04-30,39629,72,income,53245
2014-04-30,472,19,railroad,3355
2014-04-30,7229,243,excise,44306
2014-04-30,42736,26,corporate,174519
2014-04-30,3095,2510,unemployment,7604
2014-04-30,80,1,estate,387
2013-05-28,1257,0,estate,13911
2013-05-28,145645,13426,income.withheld,1310377
2013-05-28,928,61,income,45011
2013-05-28,423,38,railroad,3534
2013-05-28,4294,629,excise,48654
2013-05-28,7800,13,corporate,170363
2013-05-28,138,4,unemployment,7122
2013-05-28,64,1,estate,489
2013-02-05,206,79,estate,4664
2013-02-05,39391,2487,income.withheld,689997
2013-02-05,111,40,income,7832
2013-02-05,114,1,railroad,1710
2013-02-05,64,36,excise,25342
2013-02-05,1084,25,corporate,84299
2013-02-05,182,63,unemployment,3739
2013-02-05,6,3,estate,139
2012-07-13,537,14,estate,11179
2012-07-13,67890,5519,income.withheld,1415796
2012-07-13,250,28,income,34995
2012-07-13,166,16,railroad,3510
2012-07-13,3013,2039,excise,58600
2012-07-13,1818,1149,corporate,206584
2012-07-13,51,12,unemployment,6448
2012-07-13,15,1,estate,465
2011-08-29,174,4,estate,7027
2011-08-29,133159,8983,income.withheld,1581644
2011-08-29,423,32,income,28240
2011-08-29,387,31,railroad,4335
2011-08-29,5731,2118,excise,62926
2011-08-29,3494,127,corporate,195407
2011-08-29,641,1,unemployment,7028
2011-08-29,61,8,estate,2155
2013-12-05,274,115,estate,4225
2013-12-05,33709,2181,income.withheld,349628
2013-12-05,134,32,income,2836
2013-12-05,20,1,railroad,848
2013-12-05,43,12,excise,12283
2013-12-05,202,82,corporate,14483
2013-12-05,5,1,unemployment,619
2013-12-05,6,1,estate,125
2018-02-01,78,78,estate,7727
2018-02-01,20516,20516,income.withheld,874414
2018-02-01,236,236,income,30770
2018-02-01,57,57,railroad,2007
2018-02-01,12,12,excise,27594
2018-02-01,54,54,corporate,90842
2018-02-01,46,46,unemployment,4081
2018-02-01,2,2,estate,309
2017-04-21,1712,224,estate,12132
2017-04-21,151513,8394,income.withheld,1385692
2017-04-21,63143,386,income,94150
2017-04-21,319,22,railroad,3331
2017-04-21,3740,55,excise,41396
2017-04-21,54541,67,corporate,175064
2017-04-21,268,36,unemployment,4200
2017-04-21,1690,1,estate,2165
2017-12-11,385,25,estate,4013
2017-12-11,83541,16063,income.withheld,469640
2017-12-11,932,197,income,8803
2017-12-11,194,42,railroad,1086
2017-12-11,366,92,excise,14757
2017-12-11,1519,540,corporate,15321
2017-12-11,12,2,unemployment,687
2017-12-11,21,2,estate,163
2010-03-09,393,39,estate,7315
2010-03-09,62124,2380,income.withheld,749423
2010-03-09,238,27,income,3606
2010-03-09,157,1,railroad,2044
2010-03-09,1225,54,excise,26769
2010-03-09,1521,194,corporate,81113
2010-03-09,38,3,unemployment,1883
2010-03-09,1565,4,estate,1878
2012-09-25,697,27,estate,13865
2012-09-25,115783,1374,income.withheld,1753212
2012-09-25,3884,38,income,39835
2012-09-25,311,34,railroad,4496
2012-09-25,3917,144,excise,73657
2012-09-25,56791,71,corporate,275712
2012-09-25,28,3,unemployment,7249
2012-09-25,30,0,estate,550
2012-01-23,617,36,estate,3697
2012-01-23,126676,12278,income.withheld,560607
2012-01-23,3327,28,income,5760
2012-01-23,272,39,railroad,1336
2012-01-23,2751,31,excise,19972
2012-01-23,7523,128,corporate,73736
2012-01-23,227,25,unemployment,851
2012-01-23,41,0,estate,141
2016-07-07,224,82,estate,16591
2016-07-07,55284,9443,income.withheld,1781623
2016-07-07,417,69,income,102852
2016-07-07,120,3,railroad,4581
2016-07-07,116,39,excise,59197
2016-07-07,329,56,corporate,256418
2016-07-07,18,5,unemployment,7709
2016-07-07,28,1,estate,1093
2012-11-23,358,119,estate,1205
2012-11-23,113410,8478,income.withheld,265901
2012-11-23,384,22,income,1822
2012-11-23,276,48,railroad,689
2012-11-23,3596,113,excise,9963
2012-11-23,3957,21,corporate,12673
2012-11-23,35,2,unemployment,554
2012-11-23,19,2,estate,37
2015-07-16,719,72,estate,15572
2015-07-16,103648,10479,income.withheld,1767372
2015-07-16,983,74,income,89174
2015-07-16,305,43,railroad,5198
2015-07-16,3802,30,excise,63645
2015-07-16,9851,105,corporate,296517
2015-07-16,77,5,unemployment,8349
2015-07-16,28,1,estate,1300
2013-03-18,577,53,estate,6155
2013-03-18,132219,29198,income.withheld,946782
2013-03-18,788,73,income,9252
2013-03-18,317,70,railroad,2482
2013-03-18,4236,14,excise,34470
2013-03-18,29585,663,corporate,118064
2013-03-18,58,4,unemployment,3933
2013-03-18,35,1,estate,235
2017-11-10,561,113,estate,2204
2017-11-10,73452,4501,income.withheld,268682
2017-11-10,763,75,income,6328
2017-11-10,132,54,railroad,626
2017-11-10,533,320,excise,7905
2017-11-10,759,353,corporate,11083
2017-11-10,27,2,unemployment,654
2017-11-10,24,8,estate,124
2012-02-22,655,104,estate,4609
2012-02-22,120702,4205,income.withheld,713378
2012-02-22,466,55,income,6388
2012-02-22,303,4,railroad,1765
2012-02-22,3193,16,excise,26098
2012-02-22,3732,105,corporate,77942
2012-02-22,264,4,unemployment,3136
2012-02-22,23,0,estate,171
2010-10-08,183,14,estate,183
2010-10-08,46554,4851,income.withheld,46554
2010-10-08,109,19,income,109
2010-10-08,132,44,railroad,132
2010-10-08,97,40,excise,97
2010-10-08,836,28,corporate,836
2010-10-08,19,4,unemployment,19
2010-10-08,14,10,estate,14
2017-01-10,1363,1004,estate,6244
2017-01-10,82741,2289,income.withheld,660357
2017-01-10,2101,467,income,12795
2017-01-10,184,44,railroad,1456
2017-01-10,289,184,excise,19002
2017-01-10,714,48,corporate,87928
2017-01-10,80,14,unemployment,854
2017-01-10,24,1,estate,223
2016-04-06,197,68,estate,10595
2016-04-06,51729,10328,income.withheld,1229179
2016-04-06,2134,470,income,29991
2016-04-06,80,12,railroad,3094
2016-04-06,46,14,excise,38514
2016-04-06,391,78,corporate,147178
2016-04-06,40,12,unemployment,4277
2016-04-06,26,8,estate,523
2015-04-17,1593,135,estate,10287
2015-04-17,115272,11398,income.withheld,1251804
2015-04-17,53963,8109,income,74613
2015-04-17,297,21,railroad,3580
2015-04-17,3866,24,excise,42147
2015-04-17,42528,76,corporate,200041
2015-04-17,202,22,unemployment,5078
2015-04-17,176,0,estate,1014
2013-07-09,433,68,estate,15855
2013-07-09,60376,1611,income.withheld,1538057
2013-07-09,216,35,income,50250
2013-07-09,142,1,railroad,4154
2013-07-09,208,67,excise,58161
2013-07-09,423,43,corporate,234621
2013-07-09,26,4,unemployment,7470
2013-07-09,78,1,estate,607
2011-05-23,209,19,estate,6479
2011-05-23,111358,9494,income.withheld,1149733
2011-05-23,483,19,income,24412
2011-05-23,302,34,railroad,3108
2011-05-23,2879,19,excise,42052
2011-05-23,6992,37,corporate,133533
2011-05-23,2547,3,unemployment,5916
2011-05-23,64,24,estate,1995
2014-06-11,487,98,estate,13382
2014-06-11,71822,7620,income.withheld,1478617
2014-06-11,956,191,income,55575
2014-06-11,213,16,railroad,4047
